acc x,acc y,acc z,gyro x,gyro y,gyro z,temp,humidity,timestamp
0.022,-0.929,0.114,-22.156,-51.331,-316.528,23,57,22447
-0.052,-1.357,0.076,-17.639,-77.393,-320.007,23,57,22462
0.067,-1.517,0.173,-18.982,-83.923,-321.655,23,57,22477
0.719,-2.047,0.322,-3.113,-83.069,-340.332,23,57,22493
0.976,-2.117,0.332,2.686,-28.015,-353.699,23,57,22507
0.948,-2.304,0.217,4.578,7.385,-348.816,23,57,22522
0.897,-2.273,0.097,6.836,11.658,-307.068,23,57,22537
1.127,-1.861,-0.086,-2.319,-45.776,-233.643,23,57,22552
1.499,-1.631,-0.220,-0.977,-67.261,-162.231,23,57,22567
1.670,-1.576,-0.231,34.058,-85.022,-117.126,23,57,22582
1.949,-1.077,-0.087,34.790,-98.572,-12.390,23,57,22597
1.930,-0.849,0.309,22.583,-55.115,75.684,23,57,22612
1.968,-0.853,0.394,6.714,-14.709,105.103,23,57,22627
0.116,-1.586,0.298,11.414,90.759,107.605,23,57,22642
-2.602,-1.478,0.496,61.768,3.296,45.288,23,57,22657
0.291,-0.945,1.013,-4.944,-49.500,81.665,23,57,22672
-0.081,-2.055,1.641,-63.599,141.663,149.719,23,57,22687
0.203,-1.684,0.916,52.612,61.584,129.333,23,57,22702
0.448,-1.233,0.093,24.048,144.043,103.149,23,57,22717
0.573,-1.243,-0.600,71.411,223.206,91.736,23,57,22732
0.567,-1.136,-0.623,53.711,155.212,99.609,23,57,22747
-0.007,-0.997,-0.323,7.935,57.861,110.596,23,57,22762
-0.010,-0.939,-0.198,-6.165,-9.094,119.385,23,57,22777
0.148,-0.971,0.147,-23.560,-104.736,129.150,23,57,22792
0.207,-1.077,0.619,-11.536,-73.425,108.643,23,57,22807
0.651,-1.059,0.479,5.859,-1.282,81.421,23,57,22822
0.538,-1.079,0.136,19.775,77.759,44.922,23,57,22837
0.225,-1.024,-0.007,17.639,60.913,38.391,23,57,22852
0.029,-1.005,0.078,12.207,42.725,33.936,23,57,22867
-0.096,-0.996,0.032,12.268,30.518,35.522,23,57,22882
0.063,-0.999,-0.029,6.348,-2.319,37.659,23,57,22897
0.149,-1.023,0.046,1.709,-5.493,35.217,23,57,22912
0.126,-1.020,0.099,1.892,-5.493,33.264,23,57,22927
0.169,-1.022,0.185,4.944,2.625,27.527,23,57,22942
0.223,-1.009,0.142,8.423,14.771,19.775,23,57,22957
0.124,-0.976,0.054,8.606,0.549,17.578,23,57,22972
0.076,-0.984,0.036,6.531,3.296,18.982,23,57,22987
0.053,-1.017,0.059,4.089,-18.433,23.071,23,57,23002
0.145,-1.049,0.096,3.113,-29.358,22.583,23,57,23017
0.171,-1.062,0.097,2.686,-28.687,21.057,23,57,23032
0.088,-1.015,0.096,1.465,-25.635,20.142,23,57,23047
0.035,-0.956,0.050,2.930,-21.301,23.315,23,57,23062
0.055,-0.969,0.053,3.418,-15.503,26.001,23,57,23077
0.019,-1.000,0.053,2.441,-4.639,32.654,23,57,23092
-0.101,-1.071,0.015,1.587,-3.540,43.945,23,57,23107
-0.088,-1.041,0.020,0.305,3.601,57.068,23,56,23122
-0.114,-1.065,0.012,-0.793,9.216,65.125,23,56,23137
-0.184,-1.159,0.033,-1.160,12.024,84.229,23,56,23152
-0.067,-1.112,0.190,0.244,20.020,100.281,23,57,23167
-0.009,-1.112,0.242,0.427,28.931,106.567,23,57,23182
0.131,-1.193,0.361,-2.075,47.913,118.835,23,57,23197
0.073,-1.361,0.199,-1.038,49.805,131.226,23,57,23212
0.074,-1.500,0.167,-0.549,45.837,144.043,23,57,23227
0.047,-1.618,0.149,-3.052,42.847,149.963,23,57,23242
-0.219,-1.867,0.116,-0.366,33.691,166.809,23,57,23257
-0.430,-1.975,0.282,7.874,10.071,191.040,23,57,23272
-0.409,-2.070,0.514,3.662,-3.479,206.177,23,57,23287
-1.346,-2.778,0.572,-5.310,-35.156,230.469,23,57,23302
-0.853,-2.379,0.465,20.447,-55.542,222.656,23,57,23317
-0.443,-1.919,0.106,15.381,-82.764,218.262,23,57,23332
0.259,-1.697,-0.126,-0.854,-95.154,213.562,23,57,23348
0.956,-1.573,-0.107,-38.147,-25.940,190.491,23,57,23362
0.424,-1.221,0.121,-29.541,24.780,130.005,23,57,23377
0.447,-1.025,-0.142,-21.606,17.151,112.671,23,57,23392
-0.431,-0.631,0.155,-1.404,54.504,20.874,23,56,23407
-0.449,-0.550,-0.260,38.696,45.227,-45.227,23,56,23422
-0.214,-0.426,-0.324,31.738,24.292,-54.932,23,56,23437
0.063,-0.190,-0.273,0.488,3.113,-82.092,23,56,23452
0.083,-0.156,-0.170,-5.005,-1.526,-121.033,23,56,23467
-0.014,-0.186,-0.050,-1.953,-5.676,-159.546,23,56,23482
-0.023,-0.223,-0.012,-2.014,-7.568,-176.331,23,56,23497
0.010,-0.293,-0.009,-5.920,-6.287,-208.069,23,56,23512
0.034,-0.352,-0.017,-6.836,-11.230,-238.770,23,56,23527
0.039,-0.394,-0.003,-7.690,-14.465,-252.563,23,57,23542
0.016,-0.540,0.028,-11.963,-20.447,-276.306,23,57,23558
-0.045,-0.830,0.021,-16.357,-38.879,-289.612,23,57,23572
0.029,-0.874,0.121,-16.724,-53.406,-298.279,23,57,23587
0.031,-1.022,0.144,-6.897,-71.350,-317.627,23,57,23602
0.002,-1.421,0.149,-4.517,-87.402,-320.251,23,57,23617
0.537,-1.848,0.374,5.249,-93.506,-332.031,23,57,23632
0.850,-2.087,0.434,16.418,-83.191,-343.445,23,57,23647
0.929,-2.128,0.379,23.621,-17.395,-352.478,23,57,23662
1.080,-2.186,0.253,18.616,26.917,-329.651,23,57,23677
1.012,-2.162,0.129,10.559,14.343,-301.514,23,57,23692
1.247,-1.800,-0.043,-3.174,-40.344,-230.530,23,57,23707
1.605,-1.621,-0.173,12.695,-53.345,-158.997,23,57,23722
1.889,-1.310,-0.089,33.386,-76.294,-60.913,23,57,23737
1.972,-1.032,0.052,32.349,-71.533,-9.094,23,57,23752
1.990,-0.849,0.314,14.099,-25.208,75.195,23,57,23767
1.767,-0.907,0.440,-6.409,52.917,129.700,23,57,23782
0.100,-1.663,0.094,12.512,109.375,117.310,23,57,23797
-3.048,-1.588,0.055,79.041,0.916,57.373,23,57,23812
0.728,-0.505,2.349,-129.089,56.458,114.563,23,57,23827
-0.364,-2.670,0.895,-94.238,140.259,155.701,23,57,23842
0.115,-1.837,1.071,44.739,20.508,148.438,23,57,23858
0.739,-1.175,0.188,37.842,198.364,117.676,23,57,23872
0.874,-1.113,-0.772,83.435,213.013,90.393,23,57,23887
0.614,-1.076,-0.448,56.335,177.917,94.543,23,57,23903
0.030,-1.026,-0.211,10.071,82.214,109.192,23,57,23917
0.069,-0.975,-0.162,-5.615,-65.674,122.131,23,57,23932
0.183,-0.952,0.333,-12.756,-112.488,126.831,23,57,23947
0.156,-1.056,0.606,-1.465,-55.664,106.934,23,57,23962
0.705,-1.073,0.259,19.653,57.495,59.998,23,57,23977
0.284,-1.077,-0.047,18.982,58.105,46.875,23,57,23992
0.186,-1.018,0.047,18.677,55.237,43.335,23,57,24007
0.003,-1.012,0.017,16.541,45.044,37.415,23,57,24022
0.001,-1.018,-0.077,14.465,3.845,39.734,23,57,24037
0.084,-1.008,-0.056,10.132,-5.432,39.490,23,57,24052
0.169,-1.021,0.003,6.165,-4.761,36.316,23,57,24067
0.134,-1.036,0.050,5.493,-4.761,33.264,23,57,24082
0.194,-1.011,0.177,8.240,-4.028,31.372,23,57,24097
0.201,-1.001,0.134,10.254,2.441,27.649,23,57,24112
0.079,-0.990,-0.016,8.362,-4.517,29.480,23,57,24127
0.095,-1.025,-0.037,7.690,-20.203,31.738,23,57,24142
0.143,-1.026,-0.032,6.897,-23.560,31.494,23,57,24157
0.163,-1.032,0.038,6.470,-27.954,31.616,23,57,24172
0.170,-1.055,0.091,5.066,-24.109,31.128,23,57,24187
0.111,-1.037,0.015,4.578,-21.667,30.884,23,57,24202
0.095,-0.971,0.018,5.432,-15.747,35.095,23,57,24217
0.161,-1.031,0.147,5.676,-3.357,38.574,23,57,24232
0.047,-1.111,0.134,5.310,-4.761,44.556,23,57,24248
0.020,-1.081,0.113,6.348,-5.737,49.072,23,57,24262
-0.036,-1.085,-0.019,4.211,1.892,61.951,23,57,24277
-0.152,-1.199,-0.041,5.127,8.423,80.627,23,57,24292
-0.110,-1.190,0.067,5.859,13.000,89.966,23,57,24307
-0.007,-1.196,0.235,5.676,29.297,106.140,23,57,24322
-0.004,-1.256,0.193,7.568,43.701,122.803,23,52,24337
-0.059,-1.417,0.081,7.935,46.326,131.897,23,57,24352
-0.093,-1.522,0.056,10.681,40.405,150.879,23,57,24367
-0.154,-1.802,0.124,8.362,31.250,171.997,23,57,24382
-0.529,-2.128,0.234,17.944,3.845,196.716,23,57,24397
-0.667,-2.187,0.427,20.569,-20.264,211.792,23,57,24412
-1.389,-2.657,0.832,-2.625,-65.063,241.760,23,57,24427
-1.141,-2.439,0.589,28.381,-74.219,227.966,23,57,24442
-0.540,-2.029,0.103,17.517,-85.327,225.586,23,57,24457
0.524,-1.937,-0.140,-7.629,-77.209,224.060,23,57,24472
0.730,-1.761,0.061,-47.424,-4.944,190.491,23,57,24487
0.236,-1.392,0.094,-11.963,17.090,127.441,23,57,24503
0.281,-1.113,-0.284,4.822,0.305,104.309,23,57,24517
-0.294,-0.575,0.215,9.521,16.846,17.700,23,57,24532
-0.391,-0.571,-0.204,55.237,-2.319,-54.382,23,57,24547
-0.218,-0.453,-0.221,50.110,-26.855,-64.880,23,57,24562
0.060,-0.163,-0.156,20.752,-49.805,-90.210,23,57,24577
0.099,-0.125,-0.009,11.719,-51.453,-128.174,23,57,24592
-0.003,-0.178,0.106,16.663,-56.274,-167.908,23,57,24607
0.004,-0.239,0.192,20.325,-60.059,-185.364,23,57,24622
0.028,-0.279,0.198,17.822,-54.626,-218.140,23,57,24637
0.091,-0.358,0.198,17.334,-49.988,-249.390,23,57,24652
0.084,-0.415,0.195,16.846,-40.527,-264.160,23,57,24667
0.029,-0.596,0.202,14.221,-38.696,-287.903,23,57,24682
0.069,-0.752,0.210,7.629,-53.833,-306.580,23,57,24697
0.135,-0.742,0.248,6.897,-52.734,-322.388,23,57,24713
0.103,-0.983,0.345,0.183,-48.157,-341.675,23,57,24727
-0.025,-1.401,0.277,0.916,-75.012,-345.581,23,57,24742
0.455,-1.817,0.535,-7.874,-78.186,-348.206,23,57,24757
0.895,-2.082,0.507,-4.883,-63.599,-362.488,23,57,24772
1.183,-2.283,0.426,-8.057,1.038,-371.948,23,57,24787
1.051,-2.470,0.249,-9.766,49.377,-333.069,23,57,24802
1.002,-2.324,0.045,-6.409,32.288,-300.171,23,57,24817
1.456,-1.786,-0.352,-4.272,-23.438,-218.201,23,57,24832
1.602,-1.647,-0.375,34.668,-98.633,-114.014,23,54,24847
1.938,-1.320,-0.212,42.236,-120.728,-60.974,23,57,24862
2.115,-0.915,-0.073,13.977,-108.643,46.753,23,57,24877
2.074,-0.873,0.272,-4.089,-32.715,120.117,23,57,24892
1.285,-1.113,0.582,-14.099,69.397,155.518,23,57,24907
-2.233,-2.052,0.021,27.832,122.620,96.436,23,57,24922
-1.042,-1.335,0.481,72.083,-117.615,76.355,23,57,24937
0.485,-1.235,2.261,-143.066,164.307,142.883,23,57,24952
-0.196,-2.835,1.082,-10.132,136.780,155.701,23,57,24967
0.340,-1.267,1.181,30.029,90.637,128.174,23,57,24982
0.551,-1.292,-0.086,62.134,202.087,102.356,23,57,24997
0.656,-1.218,-0.840,89.417,203.613,92.896,23,57,25012
0.568,-1.105,-0.615,53.955,150.696,96.436,23,57,25027
0.085,-0.977,-0.553,12.817,36.560,113.403,23,57,25042
0.194,-1.020,0.072,-9.583,-32.227,124.207,23,57,25057
0.028,-1.117,0.301,-18.799,-106.995,127.380,23,57,25072
0.402,-1.046,0.556,4.761,-22.095,93.445,23,57,25087
0.559,-1.053,0.156,14.832,33.264,72.021,23,57,25102
0.354,-1.128,-0.039,12.085,45.532,52.917,23,57,25117
0.245,-1.031,0.143,17.395,40.833,41.382,23,57,25132
0.088,-1.007,0.002,14.893,38.574,32.410,23,57,25147
0.008,-1.015,-0.054,13.245,20.081,34.302,23,57,25162
0.094,-1.001,0.007,9.033,-0.916,35.400,23,57,25177
0.136,-1.019,0.011,5.554,0.488,34.241,23,57,25192
0.130,-1.036,0.047,5.493,0.000,33.630,23,57,25207
0.152,-1.005,0.110,9.399,0.916,29.968,23,57,25223
0.144,-0.989,0.137,12.695,4.578,26.794,23,57,25237
0.094,-0.986,0.015,12.878,2.625,27.771,23,57,25252
0.047,-0.994,-0.030,9.888,-5.066,29.724,23,57,25267
0.065,-1.034,-0.028,9.521,-18.066,33.020,23,57,25282
0.098,-1.039,0.055,8.606,-22.278,34.912,23,57,25297
0.048,-1.042,0.042,7.324,-22.827,36.560,23,57,25312
0.077,-1.007,0.042,8.728,-15.137,39.551,23,57,25327
0.095,-0.993,0.021,9.460,-4.883,44.617,23,57,25342
0.078,-1.091,0.062,10.803,-2.502,46.936,23,57,25357
0.043,-1.086,0.046,10.803,-6.409,53.040,23,57,25372
0.011,-1.084,-0.016,8.179,-6.531,62.744,23,57,25387
-0.089,-1.142,0.058,6.653,2.747,76.599,23,57,25402
-0.094,-1.159,0.112,8.057,10.803,84.167,23,57,25417
0.008,-1.190,0.213,10.315,24.719,100.342,23,57,25432
0.036,-1.257,0.227,11.719,35.583,115.723,23,57,25447
0.025,-1.370,0.133,12.756,37.964,123.352,23,57,25462
-0.032,-1.459,0.101,15.991,33.875,139.709,23,57,25477
-0.101,-1.584,0.179,20.142,20.935,157.898,23,57,25492
-0.194,-1.854,0.348,19.165,14.160,182.312,23,57,25507
-0.407,-2.102,0.410,14.343,-8.789,195.618,23,57,25522
-1.080,-2.402,0.848,6.531,-86.487,230.408,23,57,25537
-1.703,-2.628,1.171,20.081,-129.272,239.868,23,57,25552
-0.319,-2.043,0.339,24.597,-108.459,230.042,23,57,25568
0.241,-1.897,0.119,-4.639,-57.678,222.046,23,57,25582
0.851,-1.923,-0.310,-30.884,-23.438,201.050,23,57,25597
0.415,-1.755,0.024,-42.480,16.663,178.589,23,57,25612
0.019,-1.481,-0.034,-19.836,35.034,126.587,23,57,25627
0.367,-0.692,0.068,-28.015,9.766,80.261,23,57,25642
-0.406,-0.664,-0.058,-29.907,30.640,33.081,23,57,25657
-0.463,-0.713,-0.382,37.415,6.897,-48.828,23,57,25672
-0.187,-0.424,-0.405,29.297,-65.430,-66.772,23,57,25687
0.101,-0.085,-0.237,-9.888,-75.867,-95.947,23,57,25702
0.182,-0.051,-0.011,-20.691,-67.505,-116.150,23,57,25717
0.089,-0.124,-0.003,-18.860,-56.946,-158.813,23,57,25732
0.012,-0.225,0.041,-13.550,-42.908,-198.792,23,57,25747
0.017,-0.289,0.023,-12.939,-34.668,-217.712,23,57,25762
0.074,-0.385,0.010,-10.315,-19.165,-252.869,23,57,25777
0.109,-0.477,-0.010,-8.728,-5.981,-282.043,23,57,25792
0.016,-0.738,0.000,-9.583,-2.563,-295.288,23,57,25807
0.010,-0.825,-0.007,-14.099,-16.602,-314.575,23,57,25823
0.116,-0.869,0.062,-18.005,-25.635,-341.309,23,57,25837
-0.121,-1.519,0.021,-19.531,-51.025,-346.375,23,57,25852
0.454,-2.039,0.275,-13.184,-66.528,-347.717,23,57,25867
1.136,-2.461,0.120,-15.442,-69.336,-355.103,23,57,25882
1.067,-2.371,0.070,13.489,-53.650,-371.765,23,57,25897
1.008,-2.423,-0.040,5.310,-20.264,-367.249,23,57,25912
1.201,-1.933,-0.180,7.996,-5.371,-316.589,23,57,25927
1.602,-1.556,-0.280,12.939,-64.087,-243.469,23,57,25942
1.785,-1.483,-0.219,19.043,-73.975,-206.787,23,57,25957
2.062,-1.016,0.022,42.542,-92.773,-122.559,23,57,25972
1.999,-0.846,0.297,38.330,-80.322,-32.593,23,57,25987
1.967,-0.837,0.382,25.940,-59.692,17.944,23,57,26002
1.764,-0.919,0.559,10.742,18.250,89.355,23,57,26017
-2.856,-1.788,0.180,-2.136,106.934,132.202,23,57,26033
-2.773,-0.936,1.234,61.401,133.301,58.044,23,57,26047
0.884,-0.742,2.403,80.200,22.278,45.654,23,57,26062
-0.521,-2.934,0.767,-143.372,124.268,131.226,23,57,26078
0.445,-1.320,0.543,56.396,73.853,158.142,23,57,26092
1.037,-1.409,-0.650,67.810,36.804,151.978,23,57,26107
0.793,-1.017,-0.656,67.078,278.870,110.046,23,57,26122
-0.025,-0.837,-0.096,83.557,209.900,103.210,23,57,26137
-0.094,-0.839,-0.234,44.067,166.992,98.328,23,57,26152
0.141,-1.143,0.129,0.061,42.542,123.108,23,57,26167
0.181,-0.985,0.804,-23.132,-156.433,150.757,23,57,26182
0.885,-1.006,0.553,-11.963,-134.094,140.564,23,57,26197
0.521,-1.154,-0.091,21.057,26.428,82.397,23,57,26212
0.282,-0.990,0.297,8.362,42.175,54.138,23,57,26227
0.251,-1.006,0.174,14.526,48.279,50.659,23,57,26242
-0.117,-1.047,-0.063,17.822,65.552,31.555,23,57,26257
0.108,-0.975,0.001,14.771,22.949,35.156,23,57,26272
0.149,-0.989,-0.015,12.390,4.639,36.560,23,57,26287
0.085,-1.026,0.019,6.775,-5.493,33.997,23,57,26302
0.134,-1.034,0.153,3.601,-12.756,32.898,23,57,26317
0.184,-1.024,0.153,5.676,-9.216,31.067,23,57,26332
0.151,-0.963,0.115,7.751,-6.287,28.870,23,52,26347
0.045,-0.983,0.014,7.996,0.732,26.794,23,57,26362
0.079,-0.994,0.007,7.629,-5.493,30.273,23,57,26378
0.160,-1.003,0.003,7.935,-10.559,31.128,23,57,26392
0.164,-1.033,0.069,5.554,-16.418,33.081,23,57,26407
0.100,-1.040,0.085,3.845,-18.555,34.241,23,57,26423
0.092,-1.005,0.063,2.502,-19.165,35.461,23,57,26437
0.130,-0.967,0.077,1.709,-18.188,36.621,23,57,26452
0.151,-1.008,0.141,3.113,-10.315,39.734,23,57,26467
0.131,-1.014,0.150,4.211,-6.226,42.786,23,57,26482
0.079,-1.059,0.077,4.578,-1.343,45.044,23,57,26497
-0.062,-1.170,0.040,1.831,6.104,52.063,23,57,26512
-0.058,-1.148,0.210,1.404,10.803,65.857,23,57,26527
0.016,-1.136,0.278,2.136,14.587,74.219,23,57,26542
0.057,-1.225,0.216,2.319,30.945,88.989,23,57,26557
0.040,-1.341,0.097,2.930,45.959,103.577,23,57,26572
-0.009,-1.395,0.062,4.028,46.997,111.206,23,57,26587
-0.032,-1.495,0.094,5.615,41.321,126.526,23,57,26602
-0.123,-1.779,0.184,5.615,31.921,143.860,23,57,26617
-0.279,-1.981,0.171,3.296,28.625,163.696,23,57,26632
-0.604,-2.126,0.499,6.226,20.264,174.561,23,57,26647
-1.304,-2.631,0.712,16.235,-20.996,203.247,23,57,26662
-1.271,-2.656,0.605,6.592,-63.782,231.689,23,57,26677
-0.595,-2.123,0.407,19.653,-71.594,231.262,23,57,26692
0.304,-1.812,-0.076,21.423,-91.064,224.365,23,57,26707
0.923,-1.627,-0.054,2.502,-98.694,219.727,23,57,26723
0.656,-1.544,0.013,-18.555,-75.562,218.689,23,57,26737
0.323,-1.205,-0.270,-43.762,1.343,170.654,23,57,26752
0.039,-0.648,0.135,-13.550,11.780,117.554,23,57,26767
-0.368,-0.646,-0.049,-21.790,22.522,49.500,23,57,26782
-0.217,-0.500,-0.275,21.118,29.907,-5.432,23,57,26797
0.086,-0.177,-0.238,37.903,-4.761,-49.744,23,57,26812
0.178,-0.087,-0.122,6.531,-25.269,-75.439,23,57,26827
0.125,-0.107,-0.105,-6.165,-20.935,-93.628,23,57,26842
0.042,-0.141,-0.028,-6.042,-13.000,-136.230,23,57,26857
0.022,-0.215,-0.005,-2.930,-12.451,-175.110,23,57,26872
0.038,-0.257,-0.020,-4.517,-7.690,-192.871,23,57,26887
0.083,-0.331,-0.052,-6.775,2.563,-226.929,23,57,26902
0.039,-0.431,-0.019,-7.080,4.150,-256.531,23,57,26917
0.015,-0.519,0.009,-12.085,2.930,-283.691,23,57,26932
-0.053,-0.829,0.001,-15.625,-1.038,-294.495,23,57,26947
0.046,-0.855,0.108,-21.912,-28.076,-306.519,23,57,26962
-0.094,-1.300,0.055,-23.865,-55.115,-325.439,23,57,26977
-0.068,-1.536,0.128,-16.602,-70.435,-330.750,23,57,26992
0.729,-2.167,0.363,-13.428,-93.018,-330.261,23,57,27007
1.042,-2.354,0.352,2.686,-90.393,-345.886,23,57,27022
0.964,-2.286,0.313,15.015,-35.034,-361.511,23,57,27037
0.984,-2.276,0.131,22.522,5.188,-356.506,23,57,27052
1.110,-1.804,-0.139,25.513,19.592,-312.012,23,57,27067
1.553,-1.484,-0.074,6.836,-56.824,-233.459,23,57,27082
1.759,-1.463,-0.077,5.432,-68.665,-198.608,23,57,27097
1.881,-1.149,0.011,28.687,-64.331,-128.784,23,57,27112
1.781,-0.938,0.280,34.180,-65.308,-37.354,23,57,27127
1.842,-0.912,0.332,23.499,-55.603,12.573,23,57,27143
1.020,-1.201,0.388,9.705,-5.188,83.862,23,57,27157
-3.279,-1.472,0.312,-2.258,81.482,124.084,23,57,27172
0.457,-0.791,1.403,42.725,80.078,60.242,23,57,27187
0.661,-1.042,1.797,54.749,1.099,53.101,23,57,27202
-0.256,-2.337,0.791,-110.840,138.916,126.160,23,57,27217
0.278,-1.046,0.689,42.297,65.796,146.606,23,57,27232
0.474,-1.043,-0.059,44.434,54.932,138.855,23,57,27247
1.005,-1.191,-0.907,37.903,218.079,99.182,23,57,27262
0.209,-1.049,-0.205,78.430,212.036,90.759,23,57,27277
-0.082,-1.020,0.013,22.766,116.516,97.900,23,57,27292
0.118,-0.986,-0.035,3.601,67.017,104.858,23,57,27307
0.025,-1.052,0.352,-9.277,-66.467,118.286,23,57,27322
0.589,-1.085,0.540,-17.517,-118.896,123.047,23,57,27337
0.695,-1.097,0.467,-8.850,-83.923,107.239,23,57,27352
0.360,-1.044,-0.008,17.944,31.982,61.951,23,57,27367
0.221,-1.023,0.030,15.869,72.815,39.673,23,57,27382
0.117,-1.026,-0.036,15.930,74.463,35.522,23,57,27397
-0.102,-0.994,-0.015,11.169,54.626,30.762,23,57,27412
0.066,-1.021,0.026,5.371,20.996,33.569,23,57,27427
0.141,-1.014,0.119,1.099,-6.409,35.034,23,57,27443
0.147,-1.023,0.156,0.000,-8.179,33.630,23,57,27457
0.174,-1.008,0.229,1.343,-4.028,29.724,23,57,27472
0.174,-0.994,0.142,7.202,5.127,24.597,23,57,27487
0.112,-0.989,0.065,9.155,12.390,21.851,23,57,27502
0.012,-0.992,0.012,9.216,12.817,21.179,23,57,27517
0.077,-0.996,0.051,6.165,-7.324,26.611,23,57,27532
0.125,-1.009,0.105,5.798,-21.179,29.419,23,57,27547
0.178,-1.048,0.116,6.531,-22.644,29.846,23,57,27562
0.088,-0.994,0.058,5.432,-15.991,28.748,23,57,27577
0.088,-0.962,0.045,4.333,-12.695,29.541,23,57,27592
0.113,-0.995,0.059,5.005,-11.963,31.311,23,57,27607
0.084,-1.039,0.062,5.615,-8.911,35.950,23,57,27622
0.045,-1.049,0.027,5.737,-7.019,39.856,23,57,27637
0.015,-1.043,0.001,5.615,-7.751,42.847,23,57,27652
-0.068,-1.097,-0.007,3.540,-5.371,51.575,23,57,27667
-0.085,-1.099,0.093,1.160,2.380,65.430,23,57,27682
0.003,-1.107,0.266,1.343,9.399,81.360,23,57,27697
0.089,-1.148,0.308,0.854,14.771,88.806,23,57,27712
0.059,-1.288,0.149,-2.502,34.546,102.356,23,57,27727
0.067,-1.395,0.124,-1.526,42.786,117.126,23,57,27742
0.028,-1.469,0.131,-0.916,40.527,124.084,23,57,27757
0.026,-1.739,0.177,0.000,33.447,138.428,23,57,27772
-0.262,-1.903,0.303,-1.648,31.860,154.358,23,57,27788
-0.294,-1.924,0.598,6.042,13.184,174.561,23,57,27802
-0.748,-2.338,0.809,7.324,-0.549,188.538,23,57,27817
-1.006,-2.540,0.570,-8.911,-29.358,219.055,23,57,27832
-0.633,-2.133,0.385,17.334,-41.138,219.788,23,57,27847
-0.337,-1.872,0.186,18.311,-48.462,218.079,23,57,27862
0.655,-1.685,-0.377,8.850,-72.327,213.135,23,57,27877
0.456,-1.419,-0.062,-10.071,-58.533,198.425,23,57,27892
0.383,-1.217,0.101,-28.931,-29.541,147.644,23,57,27907
0.527,-0.770,-0.310,-27.771,30.396,125.488,23,53,27922
-0.062,-0.456,0.286,-12.817,-8.667,94.482,23,57,27937
-0.287,-0.623,-0.317,-31.433,35.461,11.719,23,57,27953
-0.144,-0.518,-0.404,3.967,51.697,-31.250,23,57,27967
0.116,-0.134,-0.315,33.264,14.343,-63.171,23,57,27982
0.145,-0.074,-0.159,5.737,-5.371,-84.961,23,57,27997
0.110,-0.115,-0.146,-9.521,2.563,-102.112,23,57,28012
0.031,-0.179,-0.101,-15.259,9.949,-139.099,23,57,28027
0.002,-0.265,-0.062,-11.780,0.305,-172.058,23,57,28042
-0.007,-0.311,-0.047,-14.526,-5.554,-204.346,23,57,28057
0.006,-0.401,-0.072,-14.893,-7.568,-219.727,23,57,28072
0.032,-0.541,-0.088,-13.000,-14.282,-246.948,23,57,28087
-0.013,-0.810,-0.082,-14.526,-23.621,-268.311,23,57,28102
0.034,-0.840,-0.069,-15.625,-32.166,-276.123,23,57,28117
0.064,-0.997,0.047,-19.226,-60.303,-290.649,23,57,28132
-0.025,-1.456,0.057,-14.893,-75.623,-308.350,23,57,28147
0.115,-1.634,0.170,5.676,-89.111,-319.824,23,57,28163
0.824,-2.068,0.281,26.917,-68.848,-341.003,23,57,28177
0.865,-2.197,0.268,40.894,-18.494,-355.591,23,57,28192
0.814,-2.232,0.176,39.612,3.723,-349.731,23,57,28207
0.777,-2.228,0.089,28.992,-4.944,-307.739,23,57,28222
0.955,-1.895,-0.068,15.808,-84.900,-240.906,23,57,28237
1.303,-1.577,0.008,14.343,-105.835,-209.351,23,57,28252
1.464,-1.500,0.065,39.917,-113.281,-137.451,23,57,28267
1.811,-1.013,0.220,46.631,-100.891,-44.128,23,57,28282
1.760,-0.742,0.498,15.503,-54.199,49.561,23,57,28297
1.756,-0.756,0.587,4.150,-19.775,83.496,23,57,28312
1.759,-0.844,0.605,-22.705,56.946,136.475,23,57,28327
-1.732,-2.053,-0.158,41.016,176.941,75.867,23,52,28342
-0.768,-1.192,0.521,87.891,84.473,47.363,23,57,28357
0.670,-0.119,2.216,-85.815,10.437,92.163,23,57,28373
-0.529,-2.618,0.844,-19.958,115.479,149.414,23,57,28387
0.363,-1.596,0.913,43.518,33.630,143.799,23,57,28402
0.691,-1.405,0.419,16.113,179.016,130.249,23,57,28417
0.910,-1.128,-0.798,72.083,244.080,102.173,23,57,28432
0.516,-0.975,-0.386,58.960,198.303,99.121,23,57,28447
0.148,-0.929,-0.172,5.981,115.234,113.770,23,57,28462
0.045,-1.069,-0.233,-1.587,-35.767,125.793,23,57,28477
0.154,-1.009,0.269,-9.216,-100.769,130.127,23,57,28492
0.070,-0.962,0.361,-13.611,-98.389,118.896,23,57,28507
0.754,-1.058,0.435,11.841,18.005,72.998,23,57,28522
0.422,-1.112,0.083,15.137,56.824,45.715,23,57,28537
0.311,-1.059,0.071,18.860,60.974,40.771,23,57,28552
0.175,-1.026,-0.004,17.151,47.729,31.128,23,56,28567
-0.066,-0.993,-0.063,11.841,10.620,33.386,23,56,28583
0.013,-1.000,-0.025,9.399,-3.723,33.936,23,57,28597
0.150,-1.015,0.001,4.150,-7.874,31.189,23,57,28612
0.157,-1.024,0.024,3.540,-3.967,27.710,23,57,28627
0.170,-1.026,0.054,3.723,-0.671,25.696,23,57,28642
