acc x,acc y,acc z,gyro x,gyro y,gyro z,temp,humidity,timestamp
0.038,-0.053,0.994,0.977,0.183,0.427,30,18,45106
0.038,-0.052,0.993,1.160,0.183,0.427,30,18,45121
0.039,-0.052,0.993,1.282,0.305,0.427,30,18,45136
0.040,-0.053,0.994,1.221,0.244,0.427,30,18,45151
0.042,-0.054,0.995,1.282,0.244,0.427,30,18,45166
0.042,-0.054,0.992,1.343,0.244,0.427,30,18,45181
0.042,-0.054,0.994,1.221,0.244,0.305,30,18,45196
0.041,-0.054,0.992,0.916,0.183,0.427,30,18,45211
0.041,-0.055,0.994,1.282,0.122,0.549,30,18,45226
0.040,-0.056,0.993,1.038,0.244,0.549,30,18,45241
0.039,-0.054,0.994,1.221,0.244,0.549,30,18,45256
0.038,-0.054,0.993,0.977,0.305,0.305,30,18,45271
0.039,-0.052,0.992,1.221,0.122,0.610,30,18,45286
0.039,-0.052,0.994,1.343,0.244,0.610,30,18,45301
0.040,-0.052,0.993,1.160,0.244,0.427,30,18,45316
0.039,-0.053,0.993,1.099,0.122,0.366,30,18,45331
0.040,-0.052,0.993,1.343,0.244,0.427,30,18,45346
0.040,-0.053,0.993,1.160,0.183,0.366,30,18,45361
0.041,-0.053,0.993,1.282,0.305,0.427,30,18,45376
0.041,-0.054,0.994,1.221,0.305,0.488,30,18,45391
0.041,-0.055,0.993,1.221,0.244,0.427,30,18,45406
0.040,-0.055,0.995,1.038,0.183,0.366,30,18,45421
0.039,-0.054,0.993,1.160,0.183,0.488,30,18,45436
0.040,-0.053,0.993,1.160,0.122,0.427,30,18,45451
0.039,-0.054,0.992,1.038,0.244,0.305,30,18,45466
0.039,-0.053,0.993,1.099,0.244,0.488,30,18,45481
0.039,-0.052,0.991,0.977,0.122,0.366,30,18,45496
0.039,-0.051,0.994,1.099,0.244,0.488,30,18,45511
0.040,-0.051,0.995,1.282,0.183,0.427,30,18,45526
0.040,-0.051,0.992,1.282,0.244,0.488,30,18,45541
0.040,-0.052,0.994,1.343,0.244,0.488,30,18,45556
0.041,-0.052,0.995,1.038,0.305,0.427,30,18,45571
0.040,-0.054,0.992,1.282,0.183,0.427,30,18,45586
0.039,-0.055,0.994,1.282,0.122,0.427,30,18,45601
0.040,-0.056,0.994,1.343,0.183,0.488,30,18,45616
0.040,-0.056,0.993,1.099,0.305,0.366,30,18,45631
0.040,-0.054,0.993,0.916,0.183,0.305,30,18,45676
0.039,-0.052,0.994,1.160,0.122,0.488,30,18,45691
0.039,-0.052,0.993,1.099,0.183,0.427,30,18,45706
0.039,-0.051,0.992,1.282,0.244,0.549,30,18,45721
0.040,-0.051,0.993,1.160,0.183,0.244,30,18,45736
0.040,-0.051,0.992,1.404,0.305,0.549,30,18,45751
0.040,-0.053,0.993,1.221,0.244,0.549,30,18,45766
0.040,-0.053,0.994,1.221,0.305,0.366,30,18,45781
0.039,-0.055,0.993,1.343,0.244,0.549,30,18,45796
0.039,-0.054,0.995,1.221,0.244,0.488,30,18,45811
0.041,-0.053,0.993,1.221,0.183,0.610,30,18,45826
0.040,-0.053,0.992,0.977,0.366,0.244,30,18,45841
0.040,-0.053,0.993,1.587,0.366,0.610,30,18,45856
0.041,-0.056,0.992,1.221,0.244,0.549,30,18,45871
0.040,-0.053,0.993,1.099,0.244,0.671,30,18,45886
0.039,-0.053,0.993,1.404,0.244,0.610,30,18,45901
0.041,-0.054,0.992,1.526,0.183,0.488,30,18,45916
0.041,-0.053,0.994,1.343,0.122,0.671,30,18,45931
0.040,-0.054,0.993,1.160,0.183,0.427,30,18,45946
0.038,-0.051,0.994,1.282,0.244,0.549,30,18,45961
0.039,-0.053,0.994,1.282,0.305,0.488,30,18,45976
0.040,-0.054,0.992,1.343,0.183,0.305,30,18,45991
0.042,-0.054,0.993,1.221,0.244,0.366,30,18,46006
0.040,-0.054,0.992,1.465,0.183,0.488,30,18,46021
0.041,-0.052,0.993,1.099,0.183,0.427,30,18,46036
0.040,-0.052,0.994,0.916,0.305,0.305,30,18,46051
0.040,-0.053,0.994,1.160,0.305,0.549,30,18,46066
0.040,-0.055,0.994,1.282,0.122,0.488,30,18,46081
0.039,-0.054,0.993,1.038,0.305,0.244,30,18,46096
0.039,-0.053,0.992,1.343,0.122,0.549,30,18,46111
0.039,-0.053,0.993,1.282,0.122,0.549,30,18,46126
0.041,-0.054,0.993,1.038,0.427,0.305,30,18,46141
0.041,-0.056,0.992,1.282,0.183,0.549,30,18,46156
0.042,-0.054,0.993,1.160,0.122,0.610,30,18,46171
0.041,-0.054,0.992,1.099,0.244,0.305,30,18,46186
0.041,-0.053,0.995,1.221,0.122,0.549,30,18,46201
0.040,-0.053,0.995,1.160,0.061,0.427,30,18,46216
0.039,-0.053,0.992,1.282,0.122,0.488,30,18,46231
0.039,-0.054,0.994,1.038,0.244,0.366,30,18,46246
0.038,-0.052,0.993,1.282,0.183,0.488,30,18,46261
0.039,-0.052,0.991,1.282,0.183,0.488,30,18,46276
0.038,-0.052,0.993,1.282,0.183,0.427,30,18,46291
0.040,-0.054,0.992,1.404,0.183,0.488,30,18,46306
0.041,-0.054,0.993,1.343,0.061,0.488,30,18,46321
0.041,-0.052,0.994,1.099,0.244,0.549,30,18,46336
0.042,-0.053,0.994,1.038,0.366,0.183,30,18,46351
0.040,-0.055,0.993,1.221,0.305,0.549,30,18,46366
0.040,-0.054,0.993,1.282,0.183,0.610,30,18,46396
0.040,-0.055,0.993,1.221,0.244,0.549,30,18,46411
0.039,-0.054,0.994,1.343,0.183,0.549,30,18,46426
0.038,-0.053,0.994,1.282,0.122,0.610,30,18,46441
0.040,-0.053,0.993,1.282,0.183,0.305,30,18,46456
0.040,-0.053,0.994,1.282,0.061,0.549,30,18,46471
0.040,-0.052,0.994,1.343,0.061,0.488,30,18,46486
0.040,-0.051,0.993,1.282,0.244,0.549,30,18,46501
0.041,-0.053,0.995,1.282,0.183,0.488,30,18,46516
0.041,-0.055,0.992,0.793,0.000,-0.122,30,18,46531
0.042,-0.056,0.994,0.000,-0.061,-0.671,30,18,46546
0.040,-0.056,0.992,1.099,0.183,0.427,30,18,46561
0.039,-0.054,0.993,1.221,0.305,0.610,30,18,46576
0.039,-0.054,0.993,1.282,0.244,0.610,30,18,46591
0.040,-0.055,0.994,1.343,0.183,0.610,30,18,46606
0.039,-0.055,0.991,1.221,0.244,0.488,30,18,46621
0.038,-0.053,0.992,1.221,0.183,0.488,30,18,46636
0.042,-0.053,0.995,1.404,0.305,0.549,30,18,46696
0.041,-0.053,0.992,1.160,0.183,0.244,30,18,46711
0.041,-0.053,0.995,1.343,0.244,0.610,30,18,46726
0.040,-0.056,0.992,1.343,0.122,0.549,30,18,46756
0.039,-0.054,0.993,1.099,0.183,0.610,30,18,46786
0.037,-0.053,0.993,0.854,0.183,0.305,30,18,46801
0.039,-0.053,0.992,1.282,0.183,0.671,30,18,46816
0.038,-0.051,0.994,1.160,0.183,0.549,30,18,46831
0.040,-0.052,0.993,1.038,0.061,0.488,30,18,46846
0.040,-0.050,0.994,1.099,0.305,0.427,30,18,46861
0.042,-0.051,0.992,1.221,0.183,0.671,30,18,46876
0.040,-0.053,0.991,1.282,0.122,0.549,30,18,46891
0.040,-0.055,0.993,1.282,0.244,0.427,30,18,46906
0.040,-0.055,0.990,1.343,0.061,0.549,30,18,46921
0.041,-0.056,0.993,1.343,0.366,0.488,30,18,46936
0.041,-0.056,0.994,1.282,0.183,0.488,30,18,46951
0.040,-0.055,0.991,1.160,0.122,0.427,30,18,46966
0.040,-0.055,0.993,1.160,0.183,0.610,30,18,46981
0.041,-0.054,0.994,1.160,0.183,0.488,30,18,46996
0.041,-0.054,0.994,0.977,0.244,0.305,30,18,47011
0.039,-0.052,0.994,1.282,0.183,0.610,30,18,47026
0.039,-0.050,0.993,1.343,0.244,0.549,30,18,47041
0.041,-0.051,0.993,1.160,0.305,0.549,30,18,47056
0.041,-0.051,0.993,1.099,0.244,0.366,30,18,47071
0.039,-0.052,0.992,1.282,0.366,0.488,30,18,47086
0.039,-0.054,0.993,1.343,0.427,0.427,30,18,47116
0.041,-0.056,0.995,1.404,0.366,0.427,30,18,47131
0.040,-0.056,0.994,1.343,0.183,0.549,30,18,47146
0.042,-0.056,0.992,1.221,0.305,0.671,30,18,47161
0.041,-0.056,0.995,1.160,0.183,0.488,30,18,47176
0.039,-0.051,0.987,1.099,0.244,0.671,30,18,47191
0.034,-0.056,1.002,1.465,0.305,0.488,30,18,47206
0.041,-0.051,0.965,0.732,0.427,0.732,30,18,47221
0.042,-0.065,0.996,2.075,-0.122,0.183,30,18,47236
0.040,-0.040,0.998,0.244,0.061,0.793,30,18,47251
0.042,-0.060,0.986,2.197,0.671,0.610,30,18,47266
0.039,-0.053,1.003,0.427,0.244,0.793,30,18,47281
0.041,-0.052,0.986,1.953,0.061,0.549,30,18,47296
0.039,-0.052,0.993,0.977,0.183,0.732,30,18,47311
0.038,-0.049,0.996,1.343,0.000,0.610,30,18,47326
0.037,-0.053,0.988,1.587,0.488,0.488,30,18,47341
0.039,-0.059,0.998,1.160,0.061,0.610,30,18,47356
0.042,-0.055,0.990,1.282,0.305,0.549,30,18,47371
0.042,-0.059,0.991,1.099,0.183,0.305,30,18,47386
0.042,-0.053,0.991,0.977,0.244,0.671,30,18,47401
0.041,-0.054,0.993,1.282,0.244,0.671,30,18,47416
0.043,-0.054,0.993,1.282,0.122,0.610,30,18,47431
0.041,-0.052,0.995,1.343,0.122,0.488,30,18,47446
0.038,-0.054,0.992,1.282,0.244,0.366,30,18,47461
0.036,-0.050,0.996,0.977,0.122,0.549,30,18,47476
0.038,-0.049,0.993,1.221,0.366,0.305,30,18,47491
0.037,-0.052,0.993,1.099,0.183,0.610,30,18,47506
0.038,-0.053,0.994,1.282,0.122,0.366,30,18,47521
0.040,-0.054,0.993,1.465,0.305,0.488,30,18,47536
0.042,-0.054,0.993,1.038,0.122,0.488,30,18,47551
0.042,-0.056,0.993,1.282,0.366,0.488,30,18,47566
0.042,-0.054,0.994,1.282,0.183,0.549,30,18,47581
0.041,-0.055,0.991,1.099,0.305,0.305,30,18,47596
0.040,-0.056,0.993,1.343,0.183,0.366,30,18,47611
0.039,-0.053,0.994,1.160,0.305,0.610,30,18,47626
0.039,-0.054,0.993,1.282,0.305,0.671,30,18,47641
0.037,-0.053,0.994,1.099,0.183,0.366,30,18,47656
0.037,-0.052,0.994,1.160,0.122,0.610,30,18,47671
0.038,-0.053,0.993,1.282,0.305,0.427,30,18,47686
0.039,-0.052,0.995,1.160,0.305,0.488,30,18,47701
0.041,-0.052,0.993,1.160,0.183,0.488,30,18,47716
0.039,-0.052,0.991,1.343,0.122,0.488,30,18,47731
0.040,-0.052,0.991,1.526,0.305,0.610,30,18,47746
0.042,-0.054,0.993,1.221,0.305,0.488,30,18,47761
0.043,-0.056,0.991,1.221,0.122,0.549,30,18,47776
0.041,-0.056,0.994,1.404,0.183,0.488,30,18,47791
0.040,-0.054,0.994,1.160,0.244,0.671,30,18,47806
0.041,-0.055,0.995,1.282,0.183,0.610,30,18,47821
0.040,-0.053,0.993,1.404,0.305,0.488,30,18,47836
0.039,-0.054,0.994,1.282,0.183,0.549,30,18,47851
0.038,-0.052,0.992,1.343,0.183,0.549,30,18,47866
0.040,-0.052,0.994,1.404,0.183,0.549,30,18,47881
0.039,-0.052,0.993,1.465,0.183,0.488,30,18,47896
0.039,-0.052,0.994,1.282,0.244,0.488,30,18,47911
0.039,-0.053,0.992,1.404,0.305,0.671,30,18,47926
0.041,-0.053,0.992,1.038,0.305,0.427,30,18,47941
0.040,-0.054,0.994,1.038,0.427,0.427,30,18,47956
0.041,-0.056,0.994,1.343,0.122,0.610,30,18,47971
0.039,-0.055,0.994,1.038,0.366,0.610,30,18,47986
0.040,-0.055,0.993,1.221,0.183,0.366,30,18,48001
0.040,-0.054,0.991,0.977,0.244,0.427,30,18,48016
0.040,-0.052,0.994,1.404,0.244,0.610,30,18,48031
0.039,-0.054,0.990,1.404,0.122,0.671,30,18,48046
0.040,-0.052,0.991,1.038,0.183,0.366,30,18,48061
0.039,-0.053,0.994,1.343,0.244,0.671,30,18,48076
0.041,-0.054,0.993,1.221,0.305,0.671,30,18,48091
0.037,-0.052,0.992,1.221,0.366,0.549,30,18,48106
0.039,-0.052,0.993,1.221,0.244,0.610,30,18,48121
0.040,-0.052,0.993,1.404,0.183,0.671,30,18,48136
0.040,-0.054,0.993,1.343,0.183,0.610,30,18,48151
0.041,-0.054,0.993,1.343,0.244,0.610,30,18,48181
0.040,-0.053,0.992,1.282,0.183,0.427,30,18,48196
0.040,-0.055,0.992,1.343,0.244,0.671,30,18,48211
0.040,-0.052,0.991,1.343,0.183,0.671,30,18,48226
0.040,-0.052,0.993,1.404,0.305,0.610,30,18,48241
0.039,-0.053,0.995,1.099,0.244,0.427,30,18,48256
0.039,-0.052,0.994,1.282,0.305,0.610,30,18,48271
0.040,-0.054,0.993,1.282,0.305,0.488,30,18,48286
0.039,-0.053,0.992,1.465,0.122,0.732,30,18,48301
0.041,-0.054,0.992,1.160,0.244,0.488,30,18,48316
0.039,-0.054,0.992,1.221,0.244,0.549,30,18,48331
0.040,-0.052,0.993,1.465,0.183,0.671,30,18,48346
0.041,-0.055,0.992,1.343,0.061,0.732,30,18,48376
0.040,-0.056,0.994,1.038,0.122,0.732,30,18,48391
0.040,-0.053,0.992,1.221,0.244,0.610,30,18,48406
0.039,-0.053,0.992,1.038,0.183,0.305,30,18,48421
0.040,-0.053,0.992,1.099,0.183,0.488,30,18,48436
0.041,-0.053,0.992,1.282,0.183,0.549,30,18,48451
0.041,-0.053,0.993,1.282,0.183,0.488,30,18,48466
0.042,-0.054,0.994,1.099,0.366,0.305,30,18,48481
0.038,-0.052,0.993,1.343,0.183,0.549,30,18,48496
0.039,-0.053,0.994,1.343,0.122,0.549,30,18,48511
0.041,-0.054,0.993,1.099,0.244,0.427,30,18,48526
0.039,-0.052,0.993,0.732,0.366,0.244,30,18,48541
0.039,-0.053,0.992,0.793,0.305,0.244,30,18,48556
0.038,-0.053,0.995,1.160,0.183,0.305,30,18,48571
0.040,-0.054,0.994,1.099,0.122,0.366,30,18,48586
0.040,-0.055,0.993,1.221,0.000,0.549,30,18,48601
0.042,-0.056,0.992,1.343,0.244,0.427,30,18,48616
0.042,-0.055,0.993,1.343,0.122,0.549,30,18,48631
0.041,-0.055,0.990,1.282,0.244,0.488,30,18,48646
0.041,-0.053,0.992,1.221,0.122,0.671,30,18,48661
0.039,-0.053,0.993,1.221,0.305,0.671,30,18,48676
0.039,-0.054,0.993,1.160,0.183,0.366,30,18,48691
0.039,-0.053,0.994,1.282,0.122,0.671,30,18,48706
0.040,-0.052,0.994,1.099,0.244,0.671,30,18,48721
0.039,-0.053,0.994,1.282,0.305,0.549,30,18,48736
0.039,-0.053,0.994,1.160,0.122,0.427,30,18,48751
0.041,-0.054,0.993,1.221,0.305,0.610,30,18,48766
0.040,-0.054,0.995,0.916,0.305,0.488,30,18,48781
0.041,-0.053,0.992,1.221,0.244,0.427,30,18,48796
0.040,-0.052,0.994,1.099,0.122,0.671,30,18,48811
0.040,-0.054,0.992,1.099,0.244,0.305,30,18,48826
0.041,-0.053,0.992,0.977,0.244,0.122,30,18,48841
0.040,-0.054,0.994,1.160,0.244,0.488,30,18,48856
0.040,-0.055,0.993,1.221,0.366,0.549,30,18,48871
0.039,-0.054,0.993,1.038,0.183,0.366,30,18,48886
0.039,-0.054,0.992,1.221,0.244,0.488,30,18,48916
0.038,-0.055,0.993,1.282,0.305,0.610,30,18,48931
0.039,-0.053,0.995,1.099,0.366,0.488,30,18,48946
0.039,-0.053,0.992,1.343,0.183,0.427,30,18,48961
0.040,-0.054,0.994,1.343,0.366,0.488,30,18,48976
0.040,-0.055,0.993,1.221,0.244,0.305,30,18,48991
0.040,-0.055,0.993,1.282,0.244,0.427,30,18,49006
0.039,-0.052,0.993,1.282,0.122,0.305,30,18,49021
0.041,-0.052,0.993,1.221,0.122,0.366,30,18,49051
0.040,-0.055,0.993,1.404,0.122,0.671,30,18,49066
0.040,-0.053,0.991,1.282,0.244,0.549,30,18,49081
0.039,-0.054,0.995,1.282,0.244,0.427,30,18,49096
0.039,-0.054,0.994,1.099,0.305,0.488,30,18,49111
0.039,-0.054,0.993,1.160,0.122,0.427,30,18,49126
0.040,-0.054,0.993,1.221,0.122,0.366,30,18,49141
0.041,-0.053,0.992,1.099,0.244,0.488,30,18,49156
0.041,-0.052,0.992,1.099,0.183,0.549,30,18,49171
0.041,-0.052,0.994,1.160,0.122,0.488,30,18,49186
0.042,-0.052,0.993,1.099,0.305,0.244,30,18,49201
0.042,-0.054,0.994,1.282,0.244,0.549,30,18,49216
0.039,-0.053,0.992,1.221,0.244,0.671,30,18,49231
0.038,-0.053,0.994,1.160,0.305,0.549,30,18,49261
0.038,-0.054,0.992,1.221,0.305,0.549,30,18,49276
0.039,-0.055,0.994,1.221,0.305,0.366,30,18,49291
0.040,-0.055,0.993,0.977,0.244,0.183,30,18,49306
0.039,-0.055,0.993,1.160,0.183,0.610,30,18,49321
0.040,-0.053,0.994,1.343,0.366,0.427,30,18,49337
0.041,-0.053,0.993,0.916,0.244,0.183,30,18,49351
0.040,-0.052,0.993,1.038,0.366,0.366,30,18,49366
0.041,-0.053,0.994,1.343,0.244,0.549,30,18,49381
0.040,-0.053,0.994,1.160,0.305,0.549,30,18,49396
0.039,-0.052,0.994,1.221,0.366,0.488,30,18,49441
0.038,-0.054,0.994,1.160,0.244,0.366,30,18,49456
0.038,-0.053,0.992,0.977,0.305,0.427,30,18,49471
0.039,-0.052,0.992,1.343,0.244,0.427,30,18,49486
0.039,-0.053,0.993,1.343,0.305,0.610,30,18,49531
0.040,-0.053,0.992,1.221,0.244,0.427,30,18,49546
0.040,-0.051,0.992,0.854,0.244,0.366,30,18,49562
0.041,-0.053,0.992,1.404,0.244,0.488,30,18,49576
0.040,-0.056,0.993,1.160,0.244,0.549,30,18,49591
0.037,-0.053,0.993,1.160,0.183,0.488,30,18,49606
0.040,-0.053,0.993,1.282,0.244,0.427,30,18,49636
0.041,-0.054,0.990,1.282,0.183,0.549,30,18,49652
0.040,-0.054,0.993,1.099,0.305,0.488,30,18,49666
0.040,-0.054,0.993,1.221,0.244,0.671,30,18,49681
0.040,-0.052,0.994,1.282,0.244,0.610,30,18,49696
0.038,-0.052,0.994,1.282,0.122,0.549,30,18,49711
0.040,-0.052,0.993,1.099,0.183,0.427,30,18,49726
0.039,-0.053,0.993,1.282,0.244,0.671,30,18,49742
0.039,-0.052,0.993,1.160,0.183,0.488,30,18,49756
0.038,-0.053,0.992,0.977,0.183,0.305,30,18,49771
0.039,-0.053,0.994,1.282,0.305,0.366,30,18,49786
0.039,-0.053,0.993,1.221,0.427,0.427,30,18,49801
0.039,-0.053,0.993,1.160,0.305,0.305,30,18,49816
0.041,-0.054,0.992,1.282,0.305,0.671,30,18,49832
0.040,-0.053,0.993,1.282,0.244,0.671,30,18,49846
0.041,-0.055,0.992,1.221,0.366,0.549,30,18,49861
0.040,-0.053,0.992,1.160,0.183,0.427,30,18,49877
0.041,-0.054,0.993,1.282,0.244,0.549,30,18,49891
0.040,-0.055,0.995,1.221,0.122,0.427,30,18,49906
0.040,-0.054,0.994,0.977,0.427,0.305,30,18,49921
0.041,-0.054,0.993,1.038,0.305,0.366,30,18,49936
0.038,-0.053,0.992,1.038,0.183,0.549,30,18,49951
0.038,-0.052,0.993,1.282,0.122,0.610,30,18,49966
0.038,-0.052,0.991,1.099,0.366,0.183,30,18,49981
0.040,-0.053,0.993,1.282,0.244,0.427,30,18,49996
0.040,-0.053,0.994,1.343,0.183,0.427,30,18,50011
0.041,-0.053,0.992,1.221,0.122,0.427,30,18,50026
0.042,-0.054,0.992,1.343,0.183,0.610,30,18,50041
0.040,-0.054,0.992,1.343,0.244,0.610,30,18,50056
0.039,-0.053,0.992,1.343,0.244,0.549,30,18,50071
0.039,-0.053,0.993,1.099,0.427,0.244,30,18,50086
0.039,-0.053,0.993,1.282,0.122,0.488,30,18,50101
0.039,-0.053,0.992,1.282,0.244,0.488,30,18,50116
0.041,-0.053,0.993,1.160,0.183,0.671,30,18,50131
0.040,-0.053,0.991,1.160,0.244,0.610,30,18,50146
0.040,-0.053,0.992,1.099,0.305,0.549,30,18,50161
0.040,-0.052,0.994,1.221,0.305,0.183,30,18,50176
0.042,-0.053,0.993,1.343,0.183,0.427,30,18,50191
0.040,-0.052,0.992,1.343,0.305,0.549,30,18,50206
0.041,-0.052,0.993,1.343,0.183,0.549,30,18,50221
0.038,-0.053,0.992,1.221,0.366,0.488,30,18,50236
0.039,-0.054,0.992,1.221,0.183,0.549,30,18,50266
0.040,-0.054,0.993,1.160,0.244,0.549,30,18,50311
0.041,-0.053,0.991,1.282,0.244,0.610,30,18,50326
0.041,-0.054,0.992,1.282,0.244,0.427,30,18,50341
0.042,-0.055,0.994,1.282,0.244,0.549,30,18,50356
0.040,-0.054,0.993,1.282,0.305,0.488,30,18,50371
0.040,-0.053,0.990,1.282,0.366,0.610,30,18,50386
0.040,-0.053,0.993,0.916,0.366,0.427,30,18,50401
0.038,-0.051,0.994,1.343,0.183,0.671,30,18,50416
0.038,-0.051,0.993,1.465,0.549,0.610,30,18,50431
0.037,-0.053,0.995,1.404,0.488,0.549,30,18,50446
0.039,-0.054,0.990,1.343,0.305,0.549,30,18,50462
0.041,-0.054,0.993,1.526,0.244,0.488,30,18,50476
0.040,-0.053,0.996,0.977,0.366,0.122,30,18,50491
0.042,-0.055,0.993,1.465,0.122,0.671,30,18,50507
0.042,-0.054,0.996,0.671,0.244,0.061,30,18,50521
0.042,-0.054,0.992,0.366,0.061,-0.183,30,18,50536
0.041,-0.053,0.993,0.671,0.305,0.366,30,18,50552
0.039,-0.054,0.991,1.038,0.366,0.305,30,18,50566
0.037,-0.055,0.991,1.404,0.305,0.610,30,18,50581
0.038,-0.056,1.001,1.099,0.305,0.549,30,18,50596
0.037,-0.052,0.993,1.526,0.366,0.610,30,18,50611
0.036,-0.055,0.992,1.099,0.183,0.549,30,18,50626
0.038,-0.047,0.996,1.038,0.366,0.610,30,18,50641
0.041,-0.052,0.990,1.526,0.427,0.488,30,18,50656
0.042,-0.054,0.995,1.160,0.183,0.610,30,18,50671
0.043,-0.053,0.992,1.587,0.366,0.427,30,18,50686
0.045,-0.053,0.993,1.099,0.305,0.610,30,18,50701
0.044,-0.051,0.993,1.221,0.122,0.610,30,18,50716
0.041,-0.053,0.993,1.526,0.305,0.610,30,18,50731
0.038,-0.055,0.991,1.282,0.244,0.427,30,18,50746
0.036,-0.056,0.993,1.160,0.366,0.488,30,18,50761
0.034,-0.053,0.991,1.282,0.305,0.610,30,18,50777
0.035,-0.052,0.994,1.160,0.183,0.610,30,18,50791
0.035,-0.052,0.994,1.465,0.244,0.427,30,18,50806
0.040,-0.053,0.992,1.343,0.366,0.549,30,18,50836
0.037,-0.055,0.992,1.282,0.488,0.549,30,18,50926
0.033,-0.055,0.993,1.282,0.244,0.671,30,18,50941
0.033,-0.054,0.993,1.282,0.305,0.671,30,18,50957
0.034,-0.054,0.994,1.221,0.244,0.427,30,18,50971
0.038,-0.053,0.992,1.038,0.183,0.610,30,18,50986
0.042,-0.052,0.991,1.282,0.183,0.671,30,18,51001
0.045,-0.052,0.992,1.160,0.427,0.549,30,18,51016
0.046,-0.052,0.993,1.343,0.366,0.732,30,18,51031
0.046,-0.053,0.995,1.282,0.244,0.610,30,18,51046
0.043,-0.054,0.992,1.099,0.305,0.488,30,18,51061
0.042,-0.054,0.991,1.221,0.122,0.671,30,18,51076
0.035,-0.051,0.986,1.465,0.427,0.671,30,18,51092
0.038,-0.063,1.003,0.977,-0.122,0.732,30,18,51106
0.033,-0.046,0.980,0.671,0.549,0.427,30,18,51121
0.034,-0.058,0.976,1.831,0.122,0.427,30,18,51136
0.040,-0.056,0.979,1.709,0.427,0.183,30,18,51166
0.044,-0.051,1.001,0.854,0.000,0.732,30,18,51181
0.044,-0.048,0.995,1.831,0.549,0.549,30,18,51196
0.046,-0.060,0.989,0.977,0.305,0.671,30,18,51211
0.044,-0.052,0.996,1.404,0.122,0.671,30,18,51227
0.037,-0.056,0.989,1.404,0.366,0.488,30,18,51241
0.035,-0.053,0.996,1.404,0.305,0.732,30,18,51256
0.034,-0.057,0.990,1.160,0.366,0.305,30,18,51272
0.034,-0.057,0.994,1.648,0.305,0.549,30,18,51286
0.036,-0.053,0.993,0.977,0.244,0.549,30,18,51301
0.038,-0.053,0.993,1.282,0.366,0.427,30,18,51317
0.042,-0.049,0.991,1.099,0.122,0.366,30,18,51331
0.045,-0.049,0.992,1.282,0.061,0.488,30,18,51346
0.045,-0.052,0.991,1.282,0.488,0.610,30,18,51361
0.044,-0.053,0.994,1.465,0.305,0.366,30,18,51376
0.043,-0.053,0.992,1.221,0.305,0.549,30,18,51391
0.040,-0.055,0.995,1.404,0.366,0.549,30,18,51407
0.039,-0.057,0.992,1.465,0.183,0.427,30,18,51421
0.037,-0.059,0.992,1.343,0.183,0.732,30,18,51436
0.038,-0.057,0.995,1.282,0.183,0.610,30,18,51451
0.037,-0.056,0.993,1.221,0.305,0.732,30,18,51466
0.037,-0.056,0.996,1.221,0.244,0.427,30,18,51481
0.039,-0.054,0.994,1.282,0.122,0.610,30,18,51497
0.043,-0.052,0.992,1.160,0.183,0.488,30,18,51511
0.043,-0.051,0.993,1.282,0.183,0.488,30,18,51526
0.043,-0.049,0.992,1.282,0.122,0.671,30,18,51541
0.042,-0.050,0.994,1.343,0.366,0.671,30,18,51556
0.041,-0.052,0.994,1.282,0.122,0.549,30,18,51571
0.040,-0.054,0.991,1.343,0.305,0.305,30,18,51587
0.039,-0.053,0.992,1.221,0.366,0.488,30,18,51601
0.038,-0.052,0.992,1.160,0.000,0.610,30,18,51616
0.037,-0.053,0.993,1.160,0.305,0.305,30,18,51631
0.037,-0.054,0.996,1.282,0.183,0.488,30,18,51646
0.038,-0.053,0.993,1.160,0.427,0.488,30,18,51661
0.040,-0.054,0.993,1.038,0.183,0.305,30,18,51677
0.041,-0.053,0.992,1.160,0.183,0.427,30,18,51691
0.041,-0.054,0.994,1.282,0.305,0.488,30,18,51706
0.042,-0.056,0.992,1.343,0.244,0.610,30,18,51722
0.043,-0.057,0.992,1.221,0.244,0.549,30,18,51736
0.042,-0.055,0.993,1.465,0.122,0.671,30,18,51751
0.039,-0.055,0.993,1.160,0.244,0.610,30,18,51766
0.040,-0.054,0.993,0.977,0.000,0.366,30,18,51781
0.040,-0.052,0.993,1.221,0.244,0.549,30,18,51796
0.039,-0.052,0.993,1.282,0.305,0.793,30,18,51826
0.039,-0.051,0.993,1.099,0.305,0.427,30,18,51841
0.040,-0.052,0.993,1.282,0.244,0.610,30,18,51871
0.041,-0.056,0.991,1.404,0.366,0.427,30,18,51886
0.042,-0.056,0.991,1.160,0.244,0.305,30,18,51902
0.042,-0.056,0.993,1.282,0.244,0.732,30,18,51916
0.039,-0.056,0.993,1.465,0.244,0.610,30,18,51931
0.040,-0.055,0.994,1.404,0.183,0.610,30,18,51947
0.039,-0.053,0.993,1.221,0.183,0.610,30,18,51976
0.039,-0.052,0.993,0.977,0.244,0.427,30,18,51992
0.037,-0.050,0.992,1.282,0.183,0.427,30,18,52006
0.038,-0.049,0.992,1.343,0.244,0.549,30,18,52021
0.039,-0.051,0.992,1.465,0.122,0.610,30,18,52037
0.041,-0.054,0.993,1.343,0.244,0.427,30,18,52051
0.041,-0.057,0.991,1.343,0.183,0.488,30,18,52066
0.042,-0.057,0.993,1.465,0.305,0.488,30,18,52082
0.043,-0.058,0.993,1.221,0.427,0.427,30,18,52096
0.043,-0.058,0.992,1.404,0.183,0.671,30,18,52111
