0.221,-0.990,0.016,-13.245,-5.615,21.423,28,30,528701
0.242,-1.006,0.015,-13.245,-5.615,21.423,28,30,528711
0.242,-1.006,0.015,-14.038,-1.526,23.743,28,30,528721
0.231,-1.016,0.077,-15.198,0.793,26.611,28,30,528731
0.211,-1.020,0.002,-15.198,0.793,26.611,28,30,528742
0.211,-1.020,0.002,-15.808,2.808,30.151,28,30,528751
0.213,-1.027,0.008,-16.113,1.587,31.982,28,30,528761
0.244,-1.002,0.044,-16.113,1.587,31.982,28,30,528771
0.244,-1.002,0.044,-17.029,6.104,35.706,28,30,528781
0.247,-1.032,0.051,-17.151,3.906,39.673,28,30,528791
0.311,-1.058,0.115,-17.151,3.906,39.673,28,30,528801
0.311,-1.058,0.115,-17.212,4.700,40.955,28,30,528811
0.302,-1.065,0.154,-18.372,4.028,42.847,28,30,528821
0.333,-1.050,0.195,-18.372,4.028,42.847,28,30,528831
0.333,-1.050,0.195,-20.569,5.920,44.739,28,30,528841
0.302,-1.084,0.128,-20.935,6.958,45.776,28,30,528851
0.323,-1.078,0.104,-20.935,6.958,45.776,28,30,528861
0.323,-1.078,0.104,-19.836,3.540,48.096,28,30,528871
0.321,-1.087,0.071,-20.813,-0.793,51.086,28,30,528881
0.304,-1.082,0.027,-20.813,-0.793,51.086,28,30,528891
0.304,-1.082,0.027,-20.325,-2.502,54.504,28,30,528901
0.268,-1.052,0.052,-21.057,-3.296,56.702,28,30,528911
0.266,-1.067,0.052,-21.057,-3.296,56.702,28,30,528921
0.266,-1.067,0.052,-21.362,-1.404,62.866,28,30,528931
0.287,-1.091,0.090,-22.888,0.061,69.885,28,30,528941
0.293,-1.093,0.103,-22.888,0.061,69.885,28,30,528951
0.293,-1.093,0.103,-23.193,1.404,72.876,28,30,528961
0.277,-1.098,0.109,-25.818,5.859,79.712,28,30,528971
0.229,-1.095,0.103,-25.818,5.859,79.712,28,30,528981
0.229,-1.095,0.103,-26.917,10.620,88.257,28,30,528992
0.154,-1.157,0.114,-27.405,10.315,100.647,28,30,529001
0.180,-1.156,0.158,-27.405,10.315,100.647,28,30,529011
0.180,-1.156,0.158,-27.893,15.076,106.750,28,30,529021
0.097,-1.261,0.111,-30.273,26.123,120.422,28,30,529061
0.053,-1.398,0.029,-31.372,34.119,132.385,28,30,529082
-0.025,-1.524,-0.019,-32.837,32.043,138.367,28,30,529091
-0.138,-1.609,-0.073,-38.879,17.090,146.179,28,30,529101
-0.068,-1.516,-0.268,-54.504,1.404,155.579,28,30,529111
0.674,-1.586,0.041,-55.725,10.681,199.829,28,30,529121
0.800,-1.752,0.075,-71.777,55.298,203.369,28,30,529131
0.604,-1.977,0.016,-83.374,73.059,214.355,28,30,529141
0.240,-1.951,0.136,-77.087,98.267,197.083,28,30,529151
-0.266,-1.658,-0.055,-77.087,98.267,197.083,28,30,529161
0.103,-1.494,0.217,-68.970,95.764,170.776,28,30,529231
-0.196,-1.758,-0.236,-70.618,103.943,135.498,28,30,529241
-0.200,-1.765,-0.585,-36.316,194.092,72.083,28,30,529251
-0.043,-1.578,-0.642,-11.658,196.045,46.570,28,30,529261
0.083,-1.202,-0.542,6.836,117.249,10.010,28,30,529271
0.111,-0.965,-0.374,1.709,40.771,-39.124,28,30,529281
0.207,-0.839,-0.227,3.113,1.221,-69.824,28,30,529291
0.266,-0.724,-0.016,12.085,-89.111,-126.587,28,30,529301
0.437,-0.802,0.091,15.869,-132.751,-184.998,28,30,529311
0.519,-0.852,0.105,19.226,-135.559,-209.351,28,30,529321
0.665,-0.896,0.200,29.236,-122.253,-245.178,28,30,529331
0.670,-0.774,0.319,43.396,-85.999,-268.616,28,30,529341
0.603,-0.845,0.283,65.735,-22.034,-305.603,28,30,529351
0.603,-0.845,0.283,69.397,3.723,-316.650,28,30,529361
0.503,-0.702,0.252,69.397,3.723,-316.650,28,30,529371
0.503,-0.702,0.252,66.589,3.906,-332.764,28,30,529381
0.672,-0.575,0.313,50.354,-18.311,-333.374,28,30,529391
1.099,-0.505,0.289,50.354,-18.311,-333.374,28,30,529401
1.344,-0.601,0.264,37.170,-19.653,-329.346,28,30,529411
1.344,-0.601,0.264,6.165,3.235,-311.035,28,30,529422
1.708,-0.822,0.390,6.165,3.235,-311.035,28,30,529431
2.091,-0.697,0.452,-0.488,27.405,-276.611,28,30,529441
2.091,-0.697,0.452,8.667,52.795,-232.300,28,30,529451
2.158,-0.714,0.160,8.667,52.795,-232.300,28,30,529461
2.158,-0.714,0.160,23.987,70.862,-190.247,28,30,529471
2.113,-0.475,-0.033,16.785,-40.405,-75.378,28,30,529481
2.676,0.051,0.586,16.785,-40.405,-75.378,28,30,529491
2.879,0.627,0.811,17.090,-58.655,17.822,28,30,529501
2.879,0.627,0.811,12.207,-25.574,52.368,28,30,529511
2.646,0.828,1.044,12.207,-25.574,52.368,28,30,529521
3.075,-0.298,-0.380,-14.038,46.509,92.346,28,30,529531
3.075,-0.298,-0.380,16.846,192.627,133.667,28,30,529541
0.825,-4.000,-2.432,16.846,192.627,133.667,28,30,529551
-4.000,-1.363,4.000,159.851,315.247,237.488,28,30,529561
-4.000,-1.363,4.000,-68.237,-71.960,189.209,28,30,529571
4.000,-0.656,-0.671,-68.237,-71.960,189.209,28,30,529581
4.000,-0.656,-0.671,28.992,38.818,249.695,28,30,529591
0.839,0.216,-1.024,45.837,159.546,159.119,28,30,529601
-0.393,-0.948,0.397,45.837,159.546,159.119,28,30,529611
1.102,-0.862,0.101,42.053,27.954,182.251,28,30,529621
1.102,-0.862,0.101,26.794,-72.937,147.583,28,30,529631
1.103,-1.213,0.069,26.794,-72.937,147.583,28,30,529641
1.469,-0.902,-0.182,13.916,-13.367,118.042,28,30,529651
1.469,-0.902,-0.182,-2.380,-11.292,96.924,28,30,529661
1.292,-1.171,-0.379,-2.380,-11.292,96.924,28,30,529672
1.222,-2.080,-0.229,-24.963,-3.967,59.631,28,30,529691
0.734,-3.079,0.046,-45.471,-10.559,29.968,28,30,529701
0.261,-3.384,0.229,-52.002,-21.240,19.165,28,30,529711
0.261,-3.384,0.229,-64.392,-82.092,12.756,28,30,529721
-0.419,-2.256,0.473,-64.392,-82.092,12.756,28,30,529731
-0.995,-1.498,-0.006,-36.377,-156.311,-17.090,28,30,529741
-0.995,-1.498,-0.006,-18.066,-246.948,-37.903,28,30,529751
2.492,-1.007,0.154,-18.066,-246.948,-37.903,28,30,529761
1.765,-1.864,-0.801,-37.354,-178.467,-6.531,28,30,529771
1.765,-1.864,-0.801,-23.132,140.015,111.084,28,30,529781
0.302,-1.539,-0.049,-23.132,140.015,111.084,28,30,529791
0.302,-1.539,-0.049,-56.213,40.588,256.287,28,30,529801
0.547,-2.184,0.708,-35.034,36.926,312.805,28,30,529811
-0.068,-2.474,0.142,-35.034,36.926,312.805,28,30,529821
-0.028,-2.401,0.455,-3.601,113.464,362.244,28,30,529831
-0.028,-2.401,0.455,-33.203,137.939,385.681,28,30,529841
-0.606,-3.896,0.213,-33.203,137.939,385.681,28,30,529851
-1.047,-3.856,0.258,-36.804,172.607,389.526,28,30,529861
-1.047,-3.856,0.258,-45.776,172.668,404.175,28,30,529871
-1.376,-3.088,0.195,-45.776,172.668,404.175,28,30,529881
-1.427,-2.825,0.079,-13.977,104.919,387.146,28,30,529891
-1.427,-2.825,0.079,26.733,17.517,356.934,28,30,529901
-1.445,-2.569,-0.010,39.124,-40.100,334.351,28,30,529951
-0.883,-2.151,0.039,14.282,-116.516,273.132,28,30,529961
-0.698,-1.873,0.452,-18.555,-106.079,197.266,28,30,529991
-0.496,-1.095,0.436,-3.235,-85.327,150.024,28,30,530021
-0.356,-0.574,0.358,-1.404,-8.423,43.274,28,30,530031
-0.167,0.156,-0.107,34.851,43.579,-88.440,28,30,530041
0.233,0.738,-0.489,56.091,49.805,-233.276,28,30,530051
0.147,0.679,-0.607,92.773,45.410,-294.922,28,30,530061
-0.215,0.333,-0.795,71.533,-23.499,-375.061,28,30,530071
-0.105,-0.210,-0.529,43.640,-130.310,-426.392,28,30,530081
0.070,-0.796,-0.058,46.387,-161.621,-445.740,28,30,530091
0.184,-0.954,0.124,52.246,-173.218,-467.773,28,30,530102
0.235,-1.390,0.356,57.556,-114.563,-463.623,28,30,530111
0.904,-1.474,0.827,77.148,-69.641,-468.201,28,30,530121
0.871,-1.498,0.673,112.732,33.630,-499.390,28,30,530131
1.214,-1.202,0.441,86.609,90.393,-497.620,28,30,530141
1.752,-1.340,0.056,86.609,90.393,-497.620,28,30,530151
2.057,-1.390,0.219,45.593,66.833,-497.986,28,30,530161
2.057,-1.390,0.219,29.663,39.307,-484.253,28,30,530171
2.610,-1.831,0.389,4.761,6.897,-425.903,28,30,530181
3.050,-2.011,0.184,4.761,6.897,-425.903,28,30,530191
3.050,-2.011,0.184,19.775,18.921,-320.862,28,30,530201
2.927,-1.889,0.240,25.635,-2.380,-248.657,28,30,530211
2.866,-0.952,0.326,25.635,-2.380,-248.657,28,30,530221
2.866,-0.952,0.326,32.043,-53.711,-102.905,28,30,530231
3.196,-0.130,0.810,11.475,-14.709,20.020,28,30,530241
3.388,-0.147,0.954,11.475,-14.709,20.020,28,30,530251
3.388,-0.147,0.954,1.099,37.659,59.448,28,30,530261
4.000,-1.571,-0.363,-8.972,110.168,247.009,28,30,530272
-2.117,-3.295,0.906,-8.972,110.168,247.009,28,30,530281
-3.689,-2.471,0.777,101.440,117.798,338.379,28,30,530291
-3.689,-2.471,0.777,-27.832,6.104,226.257,28,30,530301
4.000,0.740,0.201,-27.832,6.104,226.257,28,30,530311
4.000,0.740,0.201,36.621,166.321,307.678,28,30,530321
-0.518,-0.533,0.236,65.613,89.417,231.201,28,30,530331
0.828,-1.031,-0.119,57.861,17.395,188.965,28,30,530351
0.912,-0.351,-1.060,20.081,-24.170,170.044,28,30,530361
1.984,-0.761,0.020,20.081,-24.170,170.044,28,30,530371
1.545,-1.726,-0.160,9.766,-49.072,127.380,28,30,530381
1.545,-1.726,-0.160,8.911,-38.025,116.516,28,30,530391
1.311,-1.773,0.073,8.911,-38.025,116.516,28,30,530401
1.132,-2.647,0.370,-23.376,-29.297,78.064,28,30,530411
1.132,-2.647,0.370,-52.856,-38.696,52.002,28,30,530421
0.266,-3.955,-0.040,-52.856,-38.696,52.002,28,30,530431
0.266,-3.955,-0.040,-64.209,-71.777,38.391,28,30,530441
-0.505,-3.651,-0.074,-59.265,-134.888,19.775,28,30,530451
-0.934,-1.726,0.076,-45.837,-257.812,-22.766,28,30,530471
1.703,-1.420,0.144,-55.237,-91.431,64.819,28,30,530482
2.384,-2.086,-0.233,-55.237,-91.431,64.819,28,30,530491
0.619,-1.933,-0.049,-37.781,53.162,132.629,28,30,530501
0.619,-1.933,-0.049,-65.674,-29.968,281.555,28,30,530511
0.627,-2.482,0.667,-65.674,-29.968,281.555,28,30,530521
0.835,-2.441,0.388,-28.809,17.700,364.624,28,30,530531
0.835,-2.441,0.388,-41.687,89.355,380.981,28,30,530541
0.088,-2.712,0.453,-41.687,89.355,380.981,28,30,530551
-1.010,-4.000,0.230,-70.862,216.553,407.776,28,30,530561
-1.911,-3.684,-0.004,-82.336,210.693,423.584,28,30,530591
-1.461,-3.295,-0.167,-76.782,185.486,442.566,28,30,530601
-1.288,-3.317,-0.180,-26.428,64.392,432.922,28,30,530611
-1.486,-3.089,0.113,0.977,-10.925,410.156,28,30,530641
-1.209,-2.884,0.222,4.028,-70.068,379.944,28,30,530741
-0.209,-2.213,0.536,-15.320,-154.480,357.666,28,30,530751
-0.151,-1.697,0.876,-91.797,-116.394,306.091,28,30,530761
-0.442,-0.660,0.173,-71.350,15.015,190.857,28,30,530771
-0.625,0.124,-0.135,-39.001,90.454,133.362,28,30,530781
-0.223,1.245,-0.648,4.639,149.780,-3.784,28,30,530791
-0.550,1.560,-1.173,90.027,147.217,-188.538,28,30,530801
-0.827,1.355,-1.121,115.662,135.071,-269.653,28,30,530811
-0.701,0.669,-0.573,94.177,13.611,-369.812,28,30,530821
-0.407,-0.156,-0.165,55.664,-113.464,-436.584,28,30,530832
-0.227,-0.443,0.214,58.350,-159.424,-482.666,28,30,530841
0.012,-0.842,0.355,60.120,-160.706,-498.291,28,30,530851
0.105,-1.040,0.332,51.270,-97.900,-512.634,28,30,530861
0.006,-1.354,0.261,65.613,-18.066,-519.836,28,30,530872
0.091,-1.623,0.182,87.952,26.794,-530.945,28,30,530881
0.696,-1.303,0.232,98.633,38.940,-534.973,28,30,530891
1.717,-1.956,0.608,39.307,-27.405,-518.738,28,30,530901
2.730,-1.981,0.820,10.132,-50.049,-504.700,28,30,530911
3.219,-2.075,0.471,43.884,15.198,-524.231,28,30,530921
2.647,-2.606,-0.029,32.654,139.343,-496.216,28,30,530931
2.528,-2.122,-0.144,-4.211,106.018,-369.812,28,30,530941
3.197,-1.300,0.074,12.451,5.981,-279.419,28,30,530951
3.197,-1.300,0.074,38.757,-96.375,-95.947,28,30,530961
3.568,0.023,0.587,28.503,-16.541,31.982,28,30,530971
3.551,0.330,1.326,28.503,-16.541,31.982,28,30,530981
3.551,0.330,1.326,1.709,29.663,73.303,28,30,530991
3.221,0.385,1.507,1.709,29.663,73.303,28,30,531001
3.107,-2.751,-1.134,-37.231,184.570,126.343,28,30,531011
3.107,-2.751,-1.134,45.349,336.365,231.201,28,30,531021
-2.782,-3.996,0.094,145.264,-360.657,276.733,28,30,531031
0.592,1.100,2.887,145.264,-360.657,276.733,28,30,531041
0.592,1.100,2.887,-137.756,-253.723,259.460,28,30,531051
3.957,-1.028,1.446,72.571,299.316,348.816,28,30,531061
1.433,-1.260,0.573,72.571,299.316,348.816,28,30,531071
1.433,-1.260,0.573,75.500,120.789,165.405,28,30,531082
0.507,-0.066,-0.465,47.241,128.174,174.622,28,30,531091
-0.059,-1.840,0.084,47.241,128.174,174.622,28,30,531101
-0.059,-1.840,0.084,36.255,-2.930,187.439,28,30,531111
1.144,-1.088,-0.054,5.554,-57.129,134.277,28,30,531121
1.273,-2.329,0.311,5.554,-57.129,134.277,28,30,531131
0.791,-2.768,0.326,-3.967,-28.076,88.745,28,30,531161
0.453,-3.068,0.164,-30.212,-34.302,84.045,28,30,531171
-0.776,-2.438,-0.159,-33.936,-71.167,58.533,28,30,531191
-0.967,-1.742,-0.126,-34.607,-100.525,22.705,28,30,531211
1.153,-1.153,0.343,-30.701,-214.233,0.122,28,30,531221
1.685,-3.090,-0.992,-60.913,-128.418,48.889,28,30,531231
0.500,-2.775,-0.964,-20.752,139.587,143.250,28,30,531241
0.425,-2.449,0.482,-21.729,77.454,206.604,28,30,531251
0.425,-2.449,0.482,-22.949,6.287,339.966,28,30,531261
0.117,-2.550,0.090,-9.766,62.744,385.193,28,30,531271
-0.562,-2.807,0.214,-9.766,62.744,385.193,28,30,531281
-0.562,-2.807,0.214,-21.973,68.970,404.114,28,30,531291
-1.327,-3.568,0.083,-21.423,66.833,426.331,28,30,531301
-1.313,-3.672,-0.237,-21.423,66.833,426.331,28,30,531311
-1.313,-3.672,-0.237,-28.259,-59.204,453.186,28,30,531321
-1.162,-2.988,0.141,-44.373,-123.596,431.152,28,30,531331
-1.066,-2.886,0.253,-44.373,-123.596,431.152,28,30,531341
-1.066,-2.886,0.253,-40.649,-102.905,410.278,28,30,531351
-1.016,-2.903,0.319,-37.720,-59.082,365.173,28,30,531361
-0.551,-2.907,0.218,-37.720,-59.082,365.173,28,30,531371
-0.551,-2.907,0.218,-67.444,-10.071,320.862,28,30,531381
-0.002,-2.524,0.375,-101.135,9.399,295.166,28,30,531391
